2025-07-08T08:49:54.957+08:00  WARN 99473 --- [MyWebProject] [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=9h27m40s805ms).
2025-07-08T09:08:36.581+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing POST /login
2025-07-08T15:33:16.212+08:00  INFO 7940 --- [MyWebProject] [main] .RepositoryConfigurationExtensionSupport : Spring Data JDBC - Could not safely identify store assignment for repository candidate interface com.example.demo.repository.StoreRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
2025-07-08T15:33:16.213+08:00  INFO 7940 --- [MyWebProject] [main] .RepositoryConfigurationExtensionSupport : Spring Data JDBC - Could not safely identify store assignment for repository candidate interface com.example.demo.repository.UserRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
2025-07-08T15:33:16.214+08:00  INFO 7940 --- [MyWebProject] [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 39 ms. Found 0 JDBC repository interfaces.
2025-07-08T15:33:16.241+08:00  INFO 7940 --- [MyWebProject] [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode
2025-07-08T15:33:16.243+08:00  INFO 7940 --- [MyWebProject] [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-07-08T15:33:16.292+08:00  INFO 7940 --- [MyWebProject] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.example.demo.repository.CartItemRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-07-08T15:33:16.293+08:00  INFO 7940 --- [MyWebProject] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.example.demo.repository.CategoryRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-07-08T15:33:16.293+08:00  INFO 7940 --- [MyWebProject] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.example.demo.repository.ChatMessageRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-07-08T15:33:16.294+08:00  INFO 7940 --- [MyWebProject] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.example.demo.repository.ChatRoomRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-07-08T15:33:16.295+08:00  INFO 7940 --- [MyWebProject] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.example.demo.repository.OrderItemRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-07-08T15:33:16.295+08:00  INFO 7940 --- [MyWebProject] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.example.demo.repository.OrdersRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-07-08T15:33:16.297+08:00  INFO 7940 --- [MyWebProject] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.example.demo.repository.ProductImageRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-07-08T15:33:16.298+08:00  INFO 7940 --- [MyWebProject] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.example.demo.repository.ProductRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-07-08T15:33:16.299+08:00  INFO 7940 --- [MyWebProject] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.example.demo.repository.StoreRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-07-08T15:33:16.300+08:00  INFO 7940 --- [MyWebProject] [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.example.demo.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2025-07-08T15:33:16.301+08:00  INFO 7940 --- [MyWebProject] [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 29 ms. Found 0 Redis repository interfaces.
2025-07-08T15:33:17.988+08:00  INFO 7940 --- [MyWebProject] [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port 8080 (http)
2025-07-08T15:33:18.029+08:00  INFO 7940 --- [MyWebProject] [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2025-07-08T15:33:18.029+08:00  INFO 7940 --- [MyWebProject] [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.40]
2025-07-08T15:33:18.560+08:00  INFO 7940 --- [MyWebProject] [main] org.apache.jasper.servlet.TldScanner     : At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2025-07-08T15:33:18.574+08:00  INFO 7940 --- [MyWebProject] [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2025-07-08T15:33:18.575+08:00  INFO 7940 --- [MyWebProject] [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 5212 ms
2025-07-08T15:33:18.633+08:00  INFO 7940 --- [MyWebProject] [main] com.example.demo.util.JwtUtils           : ================ JWTUTILS INITIALIZATION CHECK ================
2025-07-08T15:33:18.633+08:00  WARN 7940 --- [MyWebProject] [main] com.example.demo.util.JwtUtils           : WARNING: jwt.secret is still using the default placeholder value.
2025-07-08T15:33:18.643+08:00  INFO 7940 --- [MyWebProject] [main] com.example.demo.util.JwtUtils           : SUCCESS: Default jwt.secret loaded and SecretKey initialized.
2025-07-08T15:33:18.643+08:00  INFO 7940 --- [MyWebProject] [main] com.example.demo.util.JwtUtils           : SUCCESS: jwt.expiration loaded with value: 86400000 ms
2025-07-08T15:33:18.645+08:00  INFO 7940 --- [MyWebProject] [main] com.example.demo.util.JwtUtils           : ==============================================================
2025-07-08T15:33:19.004+08:00  INFO 7940 --- [MyWebProject] [main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2025-07-08T15:33:19.117+08:00  INFO 7940 --- [MyWebProject] [main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 6.6.13.Final
2025-07-08T15:33:19.194+08:00  INFO 7940 --- [MyWebProject] [main] o.h.c.internal.RegionFactoryInitiator    : HHH000026: Second-level cache disabled
2025-07-08T15:33:19.809+08:00  INFO 7940 --- [MyWebProject] [main] o.s.o.j.p.SpringPersistenceUnitInfo      : No LoadTimeWeaver setup: ignoring JPA class transformer
2025-07-08T15:33:19.864+08:00  INFO 7940 --- [MyWebProject] [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2025-07-08T15:33:20.228+08:00  INFO 7940 --- [MyWebProject] [main] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@2b3abeeb
2025-07-08T15:33:20.231+08:00  INFO 7940 --- [MyWebProject] [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2025-07-08T15:33:20.422+08:00  INFO 7940 --- [MyWebProject] [main] org.hibernate.orm.connections.pooling    : HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 8.4.5
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2025-07-08T15:33:22.539+08:00  INFO 7940 --- [MyWebProject] [main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-07-08T15:33:22.949+08:00  INFO 7940 --- [MyWebProject] [main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-07-08T15:33:24.033+08:00  INFO 7940 --- [MyWebProject] [main] o.s.d.j.r.query.QueryEnhancerFactory     : Hibernate is in classpath; If applicable, HQL parser will be used.
2025-07-08T15:33:26.433+08:00  INFO 7940 --- [MyWebProject] [main] r$InitializeUserDetailsManagerConfigurer : Global AuthenticationManager configured with UserDetailsService bean with name userCertServiceImpl
2025-07-08T15:33:27.561+08:00  INFO 7940 --- [MyWebProject] [main] o.s.b.a.w.s.WelcomePageHandlerMapping    : Adding welcome page: class path resource [static/index.html]
2025-07-08T15:33:27.848+08:00 DEBUG 7940 --- [MyWebProject] [main] o.s.s.web.DefaultSecurityFilterChain     : Will secure any request with filters: DisableEncodeUrlFilter, WebAsyncManagerIntegrationFilter, SecurityContextHolderFilter, HeaderWriterFilter, CorsFilter, LogoutFilter, JwtRequestFilter, RequestCacheAwareFilter, SecurityContextHolderAwareRequestFilter, AnonymousAuthenticationFilter, SessionManagementFilter, ExceptionTranslationFilter, AuthorizationFilter
2025-07-08T15:33:28.487+08:00  INFO 7940 --- [MyWebProject] [main] o.s.m.s.b.SimpleBrokerMessageHandler     : Starting...
2025-07-08T15:33:28.488+08:00  INFO 7940 --- [MyWebProject] [main] o.s.m.s.b.SimpleBrokerMessageHandler     : BrokerAvailabilityEvent[available=true, SimpleBrokerMessageHandler [org.springframework.messaging.simp.broker.DefaultSubscriptionRegistry@20325baf]]
2025-07-08T15:33:28.492+08:00  INFO 7940 --- [MyWebProject] [main] o.s.m.s.b.SimpleBrokerMessageHandler     : Started.
2025-07-08T15:33:28.533+08:00  INFO 7940 --- [MyWebProject] [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port 8080 (http) with context path '/'
2025-07-08T15:33:28.553+08:00  INFO 7940 --- [MyWebProject] [main] c.example.demo.MyWebProjectApplication   : Started MyWebProjectApplication in 16.864 seconds (process running for 18.025)
2025-07-08T15:33:37.863+08:00  INFO 7940 --- [MyWebProject] [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-07-08T15:33:37.864+08:00  INFO 7940 --- [MyWebProject] [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2025-07-08T15:33:37.871+08:00  INFO 7940 --- [MyWebProject] [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 6 ms
2025-07-08T15:33:37.933+08:00 DEBUG 7940 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /captcha
2025-07-08T15:33:37.959+08:00 DEBUG 7940 --- [MyWebProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T15:33:37.960+08:00 DEBUG 7940 --- [MyWebProject] [http-nio-8080-exec-1] o.s.s.w.session.SessionManagementFilter  : Request requested invalid session id 70E3DD27B5E534B684EC92A8273E68EF
